PaymentID,StudentID,SemesterID,TotalPayable,AmountPaid,OutstandingAmount,PaymentStatus,PaymentDate,PaymentMethod,Payment Risk Level
P001135,STU0192,S05,60000,30000,30000,Partial,2024-06-24,Cash,High Risk
P001136,STU0192,S07,68000,68000,0,Paid,2025-02-16,Mobile Banking,No Risk
P001137,STU0192,S10,68000,68000,0,Paid,2026-02-12,Bank,No Risk
P001138,STU0192,S06,75000,75000,0,Paid,2024-10-30,Cash,No Risk
P001139,STU0192,S03,45000,45000,0,Paid,2023-10-03,Cash,No Risk
P001140,STU0193,S11,52000,0,52000,Unpaid,,Mobile Banking,High Risk
P001141,STU0193,S01,68000,51000,17000,Partial,2023-02-14,Cash,Moderate Risk
P001142,STU0193,S10,68000,68000,0,Paid,2026-01-18,Bank,No Risk
P001143,STU0193,S04,52000,26000,26000,Partial,2024-01-23,Bank,High Risk
P001144,STU0193,S03,60000,30000,30000,Partial,2023-09-25,Mobile Banking,High Risk
P001145,STU0194,S10,60000,0,60000,Unpaid,,Bank,High Risk
P001146,STU0194,S05,68000,34000,34000,Partial,2024-06-03,Cash,High Risk
P001147,STU0194,S01,52000,39000,13000,Partial,2023-02-27,Card,Moderate Risk
P001148,STU0194,S04,68000,34000,34000,Partial,2024-01-26,Cash,High Risk
P001149,STU0195,S05,52000,0,52000,Unpaid,,Cash,High Risk
P001150,STU0195,S04,68000,68000,0,Paid,2024-02-11,Card,No Risk
P001151,STU0195,S10,45000,45000,0,Paid,2026-01-04,Card,No Risk
P001152,STU0195,S01,68000,34000,34000,Partial,2023-01-22,Mobile Banking,High Risk
P001153,STU0195,S03,75000,75000,0,Paid,2023-09-29,Cash,No Risk
P001154,STU0195,S07,75000,75000,0,Paid,2025-01-02,Cash,No Risk
P001155,STU0196,S11,68000,68000,0,Paid,2026-06-28,Bank,No Risk
P001156,STU0196,S05,45000,45000,0,Paid,2024-05-30,Cash,No Risk
P001157,STU0196,S10,52000,0,52000,Unpaid,,Card,High Risk
P001158,STU0196,S04,60000,60000,0,Paid,2024-02-05,Mobile Banking,No Risk
P001159,STU0196,S03,45000,45000,0,Paid,2023-10-08,Cash,No Risk
P001160,STU0197,S09,75000,75000,0,Paid,2025-10-17,Mobile Banking,No Risk
P001161,STU0197,S10,60000,60000,0,Paid,2026-01-03,Cash,No Risk
P001162,STU0197,S07,75000,37500,37500,Partial,2025-02-17,Mobile Banking,High Risk
P001163,STU0197,S03,45000,33750,11250,Partial,2023-09-19,Card,Moderate Risk
P001164,STU0197,S11,60000,60000,0,Paid,2026-05-21,Card,No Risk
P001165,STU0198,S01,75000,56250,18750,Partial,2023-01-07,Bank,Moderate Risk
P001166,STU0198,S02,45000,22500,22500,Partial,2023-06-08,Card,High Risk
P001167,STU0198,S03,45000,45000,0,Paid,2023-09-03,Bank,No Risk
P001168,STU0198,S10,68000,68000,0,Paid,2026-01-30,Mobile Banking,No Risk
P001169,STU0198,S11,75000,75000,0,Paid,2026-05-16,Card,No Risk
P001170,STU0198,S08,75000,75000,0,Paid,2025-06-22,Bank,No Risk
P001171,STU0198,S09,45000,22500,22500,Partial,2025-09-20,Bank,High Risk
P001172,STU0198,S04,68000,0,68000,Unpaid,,Card,High Risk
P001173,STU0199,S08,60000,60000,0,Paid,2025-05-23,Card,No Risk
P001174,STU0199,S05,75000,75000,0,Paid,2024-06-07,Cash,No Risk
P001175,STU0199,S01,45000,45000,0,Paid,2023-01-05,Mobile Banking,No Risk
P001176,STU0199,S02,68000,68000,0,Paid,2023-06-05,Card,No Risk
P001177,STU0200,S09,68000,34000,34000,Partial,2025-10-12,Cash,High Risk
P001178,STU0200,S11,68000,34000,34000,Partial,2026-06-28,Card,High Risk
P001179,STU0200,S04,68000,0,68000,Unpaid,,Mobile Banking,High Risk
P001180,STU0200,S05,75000,0,75000,Unpaid,,Bank,High Risk
P001181,STU0200,S01,60000,45000,15000,Partial,2023-02-04,Cash,Moderate Risk
P001182,STU0201,S04,45000,45000,0,Paid,2024-02-06,Card,No Risk
P001183,STU0201,S09,52000,52000,0,Paid,2025-10-05,Mobile Banking,No Risk
P001184,STU0201,S01,75000,37500,37500,Partial,2023-02-27,Card,High Risk
P001185,STU0201,S10,60000,60000,0,Paid,2026-01-02,Card,No Risk
P001186,STU0201,S08,45000,45000,0,Paid,2025-05-30,Mobile Banking,No Risk
P001187,STU0201,S03,52000,52000,0,Paid,2023-09-27,Mobile Banking,No Risk
P001188,STU0201,S02,60000,45000,15000,Partial,2023-05-01,Bank,Moderate Risk
P001189,STU0202,S05,45000,22500,22500,Partial,2024-06-05,Bank,High Risk
P001190,STU0202,S11,60000,45000,15000,Partial,2026-05-16,Mobile Banking,Moderate Risk
P001191,STU0202,S10,52000,0,52000,Unpaid,,Card,High Risk
P001192,STU0202,S08,68000,68000,0,Paid,2025-06-01,Cash,No Risk
P001193,STU0203,S07,75000,37500,37500,Partial,2025-01-12,Cash,High Risk
P001194,STU0203,S11,68000,68000,0,Paid,2026-06-21,Card,No Risk
P001195,STU0203,S02,45000,22500,22500,Partial,2023-05-25,Cash,High Risk
P001196,STU0203,S10,52000,26000,26000,Partial,2026-02-20,Bank,High Risk
P001197,STU0203,S09,52000,26000,26000,Partial,2025-09-14,Card,High Risk
P001198,STU0203,S04,52000,52000,0,Paid,2024-01-30,Bank,No Risk
P001199,STU0203,S08,52000,26000,26000,Partial,2025-05-01,Card,High Risk
P001200,STU0203,S03,45000,33750,11250,Partial,2023-09-15,Card,Moderate Risk
P001201,STU0204,S06,68000,34000,34000,Partial,2024-09-24,Card,High Risk
P001202,STU0204,S11,60000,60000,0,Paid,2026-05-29,Mobile Banking,No Risk
P001203,STU0204,S04,52000,0,52000,Unpaid,,Bank,High Risk
P001204,STU0204,S07,45000,22500,22500,Partial,2025-01-02,Bank,High Risk
P001205,STU0204,S02,52000,0,52000,Unpaid,,Cash,High Risk
P001206,STU0204,S08,45000,45000,0,Paid,2025-06-01,Mobile Banking,No Risk
P001207,STU0204,S10,45000,0,45000,Unpaid,,Mobile Banking,High Risk
P001208,STU0204,S05,60000,30000,30000,Partial,2024-05-10,Cash,High Risk
P001209,STU0205,S08,75000,37500,37500,Partial,2025-05-09,Cash,High Risk
P001210,STU0205,S06,60000,30000,30000,Partial,2024-09-08,Mobile Banking,High Risk
P001211,STU0205,S04,68000,0,68000,Unpaid,,Cash,High Risk
P001212,STU0205,S10,60000,60000,0,Paid,2026-02-22,Mobile Banking,No Risk
P001213,STU0205,S07,68000,0,68000,Unpaid,,Cash,High Risk
P001214,STU0205,S09,45000,22500,22500,Partial,2025-10-03,Card,High Risk
P001215,STU0205,S05,68000,34000,34000,Partial,2024-06-06,Mobile Banking,High Risk
P001216,STU0205,S03,75000,75000,0,Paid,2023-09-28,Cash,No Risk
P001217,STU0206,S11,68000,68000,0,Paid,2026-06-20,Cash,No Risk
P001218,STU0206,S06,45000,0,45000,Unpaid,,Card,High Risk
P001219,STU0206,S03,60000,45000,15000,Partial,2023-10-23,Mobile Banking,Moderate Risk
P001220,STU0206,S10,75000,0,75000,Unpaid,,Bank,High Risk
P001221,STU0206,S05,52000,52000,0,Paid,2024-06-12,Bank,No Risk
P001222,STU0206,S02,75000,56250,18750,Partial,2023-06-17,Card,Moderate Risk
P001223,STU0206,S07,75000,56250,18750,Partial,2025-02-17,Bank,Moderate Risk
P001224,STU0207,S02,60000,60000,0,Paid,2023-05-13,Cash,No Risk
P001225,STU0207,S06,75000,0,75000,Unpaid,,Bank,High Risk
P001226,STU0207,S07,52000,39000,13000,Partial,2025-02-16,Mobile Banking,Moderate Risk
P001227,STU0207,S09,52000,52000,0,Paid,2025-09-02,Bank,No Risk
P001228,STU0208,S09,45000,0,45000,Unpaid,,Mobile Banking,High Risk
P001229,STU0208,S08,60000,45000,15000,Partial,2025-05-15,Bank,Moderate Risk
P001230,STU0208,S01,68000,68000,0,Paid,2023-02-18,Cash,No Risk
P001231,STU0208,S05,60000,0,60000,Unpaid,,Cash,High Risk
P001232,STU0209,S01,75000,0,75000,Unpaid,,Card,High Risk
P001233,STU0209,S04,45000,33750,11250,Partial,2024-02-10,Mobile Banking,Moderate Risk
P001234,STU0209,S10,75000,56250,18750,Partial,2026-02-11,Cash,Moderate Risk
P001235,STU0209,S09,52000,52000,0,Paid,2025-10-12,Cash,No Risk
P001236,STU0209,S08,60000,60000,0,Paid,2025-05-17,Mobile Banking,No Risk
P001237,STU0210,S02,52000,39000,13000,Partial,2023-05-18,Mobile Banking,Moderate Risk
P001238,STU0210,S05,68000,0,68000,Unpaid,,Bank,High Risk
P001239,STU0210,S04,45000,33750,11250,Partial,2024-02-29,Mobile Banking,Moderate Risk
P001240,STU0210,S11,52000,39000,13000,Partial,2026-05-17,Cash,Moderate Risk
P001241,STU0210,S06,68000,68000,0,Paid,2024-10-21,Bank,No Risk
P001242,STU0210,S10,75000,56250,18750,Partial,2026-01-25,Card,Moderate Risk
P001243,STU0210,S03,52000,26000,26000,Partial,2023-10-23,Bank,High Risk
P001244,STU0211,S05,60000,0,60000,Unpaid,,Card,High Risk
P001245,STU0211,S10,68000,68000,0,Paid,2026-03-02,Card,No Risk
P001246,STU0211,S11,75000,75000,0,Paid,2026-06-23,Mobile Banking,No Risk
P001247,STU0211,S04,52000,52000,0,Paid,2024-02-19,Mobile Banking,No Risk
P001248,STU0211,S01,75000,56250,18750,Partial,2023-02-22,Cash,Moderate Risk
P001249,STU0211,S09,75000,75000,0,Paid,2025-09-24,Card,No Risk
P001250,STU0212,S06,68000,0,68000,Unpaid,,Cash,High Risk
P001251,STU0212,S03,52000,52000,0,Paid,2023-09-28,Card,No Risk
P001252,STU0212,S01,52000,52000,0,Paid,2023-02-27,Mobile Banking,No Risk
P001253,STU0212,S02,45000,45000,0,Paid,2023-05-23,Card,No Risk
P001254,STU0212,S07,75000,0,75000,Unpaid,,Card,High Risk
P001255,STU0212,S05,45000,45000,0,Paid,2024-05-25,Cash,No Risk
P001256,STU0212,S04,52000,39000,13000,Partial,2024-01-12,Mobile Banking,Moderate Risk
P001257,STU0213,S05,68000,34000,34000,Partial,2024-05-24,Cash,High Risk
P001258,STU0213,S09,45000,0,45000,Unpaid,,Bank,High Risk
P001259,STU0213,S07,60000,0,60000,Unpaid,,Mobile Banking,High Risk
P001260,STU0213,S02,75000,75000,0,Paid,2023-05-25,Mobile Banking,No Risk
P001261,STU0214,S05,60000,60000,0,Paid,2024-05-15,Cash,No Risk
P001262,STU0214,S03,52000,52000,0,Paid,2023-09-20,Cash,No Risk
P001263,STU0214,S10,52000,0,52000,Unpaid,,Bank,High Risk
P001264,STU0214,S04,68000,0,68000,Unpaid,,Cash,High Risk
P001265,STU0214,S02,60000,30000,30000,Partial,2023-05-31,Bank,High Risk
P001266,STU0214,S06,75000,56250,18750,Partial,2024-10-18,Mobile Banking,Moderate Risk
P001267,STU0214,S01,60000,60000,0,Paid,2023-01-04,Bank,No Risk
P001268,STU0215,S10,60000,0,60000,Unpaid,,Bank,High Risk
P001269,STU0215,S06,75000,75000,0,Paid,2024-09-08,Card,No Risk
P001270,STU0215,S01,60000,30000,30000,Partial,2023-02-19,Cash,High Risk
P001271,STU0215,S05,52000,0,52000,Unpaid,,Mobile Banking,High Risk
P001272,STU0215,S03,60000,60000,0,Paid,2023-09-23,Mobile Banking,No Risk
P001273,STU0215,S11,75000,37500,37500,Partial,2026-05-05,Mobile Banking,High Risk
P001274,STU0216,S10,68000,0,68000,Unpaid,,Cash,High Risk
P001275,STU0216,S08,68000,68000,0,Paid,2025-05-04,Mobile Banking,No Risk
P001276,STU0216,S02,68000,51000,17000,Partial,2023-06-11,Bank,Moderate Risk
P001277,STU0216,S07,60000,30000,30000,Partial,2025-01-18,Card,High Risk
P001278,STU0217,S10,60000,0,60000,Unpaid,,Bank,High Risk
P001279,STU0217,S02,68000,68000,0,Paid,2023-06-08,Mobile Banking,No Risk
P001280,STU0217,S11,52000,52000,0,Paid,2026-06-05,Card,No Risk
P001281,STU0217,S03,60000,60000,0,Paid,2023-10-29,Mobile Banking,No Risk
P001282,STU0217,S06,45000,45000,0,Paid,2024-10-22,Card,No Risk
P001283,STU0218,S06,75000,75000,0,Paid,2024-10-15,Card,No Risk
P001284,STU0218,S02,45000,22500,22500,Partial,2023-05-26,Cash,High Risk
P001285,STU0218,S07,75000,37500,37500,Partial,2025-01-07,Bank,High Risk
P001286,STU0218,S10,60000,0,60000,Unpaid,,Mobile Banking,High Risk
P001287,STU0218,S11,52000,52000,0,Paid,2026-05-19,Card,No Risk
P001288,STU0218,S04,45000,22500,22500,Partial,2024-01-04,Bank,High Risk
P001289,STU0218,S09,60000,60000,0,Paid,2025-09-18,Bank,No Risk
P001290,STU0219,S11,75000,56250,18750,Partial,2026-06-04,Card,Moderate Risk
P001291,STU0219,S09,45000,22500,22500,Partial,2025-09-17,Card,High Risk
P001292,STU0219,S10,60000,60000,0,Paid,2026-02-09,Cash,No Risk
P001293,STU0219,S05,52000,39000,13000,Partial,2024-06-18,Cash,Moderate Risk
P001294,STU0219,S03,68000,51000,17000,Partial,2023-10-05,Mobile Banking,Moderate Risk
P001295,STU0220,S05,45000,22500,22500,Partial,2024-06-28,Cash,High Risk
P001296,STU0220,S03,75000,75000,0,Paid,2023-10-29,Cash,No Risk
P001297,STU0220,S08,45000,22500,22500,Partial,2025-06-08,Bank,High Risk
P001298,STU0220,S07,75000,0,75000,Unpaid,,Cash,High Risk
P001299,STU0220,S02,52000,0,52000,Unpaid,,Cash,High Risk
P001300,STU0221,S06,75000,75000,0,Paid,2024-10-04,Mobile Banking,No Risk
P001301,STU0221,S07,75000,75000,0,Paid,2025-01-21,Bank,No Risk
P001302,STU0221,S05,75000,75000,0,Paid,2024-06-29,Bank,No Risk
P001303,STU0221,S11,60000,30000,30000,Partial,2026-06-23,Cash,High Risk
P001304,STU0221,S09,75000,0,75000,Unpaid,,Card,High Risk
P001305,STU0222,S04,60000,30000,30000,Partial,2024-02-25,Cash,High Risk
P001306,STU0222,S05,68000,51000,17000,Partial,2024-05-17,Cash,Moderate Risk
P001307,STU0222,S01,75000,0,75000,Unpaid,,Card,High Risk
P001308,STU0222,S02,60000,60000,0,Paid,2023-06-22,Mobile Banking,No Risk
P001309,STU0222,S07,52000,26000,26000,Partial,2025-02-17,Card,High Risk
P001310,STU0222,S06,52000,52000,0,Paid,2024-10-19,Card,No Risk
P001311,STU0223,S02,75000,75000,0,Paid,2023-06-06,Bank,No Risk
P001312,STU0223,S09,75000,75000,0,Paid,2025-09-04,Card,No Risk
P001313,STU0223,S03,45000,33750,11250,Partial,2023-10-01,Bank,Moderate Risk
P001314,STU0223,S04,60000,30000,30000,Partial,2024-01-03,Cash,High Risk
P001315,STU0223,S10,68000,51000,17000,Partial,2026-02-13,Card,Moderate Risk
P001316,STU0223,S07,45000,22500,22500,Partial,2025-01-07,Cash,High Risk
P001317,STU0223,S11,60000,0,60000,Unpaid,,Card,High Risk
P001318,STU0224,S05,45000,22500,22500,Partial,2024-06-21,Card,High Risk
P001319,STU0224,S07,45000,45000,0,Paid,2025-02-02,Bank,No Risk
P001320,STU0224,S02,60000,60000,0,Paid,2023-06-30,Mobile Banking,No Risk
P001321,STU0224,S01,75000,75000,0,Paid,2023-01-02,Cash,No Risk
P001322,STU0225,S10,75000,37500,37500,Partial,2026-01-03,Cash,High Risk
P001323,STU0225,S01,68000,51000,17000,Partial,2023-01-16,Mobile Banking,Moderate Risk
P001324,STU0225,S07,68000,0,68000,Unpaid,,Cash,High Risk
P001325,STU0225,S05,60000,60000,0,Paid,2024-05-01,Bank,No Risk
P001326,STU0225,S06,75000,75000,0,Paid,2024-10-14,Bank,No Risk
P001327,STU0225,S09,45000,45000,0,Paid,2025-10-02,Bank,No Risk
P001328,STU0225,S11,60000,45000,15000,Partial,2026-05-29,Mobile Banking,Moderate Risk
P001329,STU0225,S02,45000,33750,11250,Partial,2023-05-16,Card,Moderate Risk
P001330,STU0226,S01,68000,51000,17000,Partial,2023-01-09,Mobile Banking,Moderate Risk
P001331,STU0226,S09,52000,26000,26000,Partial,2025-10-14,Card,High Risk
P001332,STU0226,S02,68000,68000,0,Paid,2023-06-20,Cash,No Risk
P001333,STU0226,S04,60000,45000,15000,Partial,2024-02-09,Mobile Banking,Moderate Risk
P001334,STU0226,S07,60000,0,60000,Unpaid,,Bank,High Risk
P001335,STU0226,S05,68000,0,68000,Unpaid,,Mobile Banking,High Risk
P001336,STU0226,S08,60000,30000,30000,Partial,2025-06-30,Mobile Banking,High Risk
P001337,STU0226,S10,68000,0,68000,Unpaid,,Bank,High Risk
P001338,STU0227,S09,75000,0,75000,Unpaid,,Card,High Risk
P001339,STU0227,S03,68000,68000,0,Paid,2023-10-25,Cash,No Risk
P001340,STU0227,S02,75000,56250,18750,Partial,2023-05-29,Mobile Banking,Moderate Risk
P001341,STU0227,S11,60000,60000,0,Paid,2026-06-09,Cash,No Risk
P001342,STU0227,S10,45000,22500,22500,Partial,2026-01-20,Card,High Risk
P001343,STU0228,S11,75000,0,75000,Unpaid,,Cash,High Risk
P001344,STU0228,S05,45000,22500,22500,Partial,2024-06-06,Mobile Banking,High Risk
P001345,STU0228,S01,45000,22500,22500,Partial,2023-01-12,Card,High Risk
P001346,STU0228,S06,75000,37500,37500,Partial,2024-09-03,Mobile Banking,High Risk
P001347,STU0228,S04,75000,37500,37500,Partial,2024-01-18,Cash,High Risk
P001348,STU0228,S09,68000,68000,0,Paid,2025-09-27,Bank,No Risk
P001349,STU0228,S02,60000,60000,0,Paid,2023-05-14,Card,No Risk
P001350,STU0228,S03,68000,51000,17000,Partial,2023-09-17,Cash,Moderate Risk
P001351,STU0229,S09,75000,0,75000,Unpaid,,Mobile Banking,High Risk
P001352,STU0229,S05,45000,45000,0,Paid,2024-05-04,Mobile Banking,No Risk
P001353,STU0229,S08,52000,39000,13000,Partial,2025-05-01,Mobile Banking,Moderate Risk
P001354,STU0229,S11,75000,75000,0,Paid,2026-06-12,Mobile Banking,No Risk
P001355,STU0230,S09,60000,30000,30000,Partial,2025-09-27,Mobile Banking,High Risk
P001356,STU0230,S08,52000,0,52000,Unpaid,,Bank,High Risk
P001357,STU0230,S07,45000,0,45000,Unpaid,,Cash,High Risk
P001358,STU0230,S10,60000,60000,0,Paid,2026-01-17,Mobile Banking,No Risk
P001359,STU0230,S11,52000,52000,0,Paid,2026-05-26,Mobile Banking,No Risk
P001360,STU0230,S04,68000,68000,0,Paid,2024-02-21,Mobile Banking,No Risk
P001361,STU0231,S07,60000,60000,0,Paid,2025-01-12,Bank,No Risk
P001362,STU0231,S03,75000,0,75000,Unpaid,,Card,High Risk
P001363,STU0231,S11,75000,75000,0,Paid,2026-06-06,Mobile Banking,No Risk
P001364,STU0231,S05,45000,45000,0,Paid,2024-05-24,Bank,No Risk
P001365,STU0231,S04,68000,68000,0,Paid,2024-02-12,Card,No Risk
P001366,STU0231,S08,45000,45000,0,Paid,2025-06-11,Mobile Banking,No Risk
P001367,STU0231,S01,60000,60000,0,Paid,2023-02-16,Card,No Risk
P001368,STU0231,S06,68000,51000,17000,Partial,2024-10-21,Cash,Moderate Risk
P001369,STU0232,S06,52000,26000,26000,Partial,2024-09-07,Cash,High Risk
P001370,STU0232,S08,60000,30000,30000,Partial,2025-05-02,Mobile Banking,High Risk
P001371,STU0232,S01,75000,75000,0,Paid,2023-01-08,Cash,No Risk
P001372,STU0232,S05,45000,45000,0,Paid,2024-05-07,Card,No Risk
P001373,STU0233,S06,75000,75000,0,Paid,2024-10-12,Card,No Risk
P001374,STU0233,S01,68000,34000,34000,Partial,2023-01-04,Bank,High Risk
P001375,STU0233,S10,68000,68000,0,Paid,2026-02-22,Card,No Risk
P001376,STU0233,S03,60000,0,60000,Unpaid,,Cash,High Risk
P001377,STU0233,S07,68000,51000,17000,Partial,2025-02-28,Cash,Moderate Risk
P001378,STU0234,S03,52000,39000,13000,Partial,2023-10-16,Cash,Moderate Risk
P001379,STU0234,S05,75000,75000,0,Paid,2024-05-16,Bank,No Risk
P001380,STU0234,S04,45000,0,45000,Unpaid,,Mobile Banking,High Risk
P001381,STU0234,S01,60000,45000,15000,Partial,2023-01-02,Bank,Moderate Risk
P001382,STU0234,S10,60000,60000,0,Paid,2026-01-15,Bank,No Risk
P001383,STU0234,S06,60000,45000,15000,Partial,2024-10-30,Mobile Banking,Moderate Risk
P001384,STU0235,S05,45000,33750,11250,Partial,2024-06-30,Bank,Moderate Risk
P001385,STU0235,S04,52000,0,52000,Unpaid,,Bank,High Risk
P001386,STU0235,S11,45000,45000,0,Paid,2026-06-06,Cash,No Risk
P001387,STU0235,S03,75000,0,75000,Unpaid,,Mobile Banking,High Risk
P001388,STU0235,S01,52000,0,52000,Unpaid,,Card,High Risk
P001389,STU0235,S09,60000,60000,0,Paid,2025-09-28,Cash,No Risk
P001390,STU0235,S08,68000,68000,0,Paid,2025-05-02,Cash,No Risk
P001391,STU0236,S05,45000,0,45000,Unpaid,,Mobile Banking,High Risk
P001392,STU0236,S08,75000,75000,0,Paid,2025-05-12,Bank,No Risk
P001393,STU0236,S09,75000,37500,37500,Partial,2025-09-14,Mobile Banking,High Risk
P001394,STU0236,S10,60000,60000,0,Paid,2026-01-06,Mobile Banking,No Risk
P001395,STU0236,S04,68000,34000,34000,Partial,2024-02-16,Cash,High Risk
P001396,STU0237,S10,68000,34000,34000,Partial,2026-02-04,Mobile Banking,High Risk
P001397,STU0237,S04,60000,0,60000,Unpaid,,Cash,High Risk
P001398,STU0237,S07,52000,26000,26000,Partial,2025-01-20,Cash,High Risk
P001399,STU0237,S09,60000,60000,0,Paid,2025-09-17,Cash,No Risk
P001400,STU0237,S05,75000,37500,37500,Partial,2024-05-18,Cash,High Risk
P001401,STU0237,S02,75000,0,75000,Unpaid,,Bank,High Risk
P001402,STU0237,S01,68000,34000,34000,Partial,2023-01-22,Card,High Risk
P001403,STU0238,S02,45000,22500,22500,Partial,2023-06-19,Cash,High Risk
P001404,STU0238,S10,45000,45000,0,Paid,2026-02-18,Card,No Risk
P001405,STU0238,S08,60000,30000,30000,Partial,2025-05-08,Mobile Banking,High Risk
P001406,STU0238,S09,75000,75000,0,Paid,2025-10-02,Mobile Banking,No Risk
P001407,STU0239,S10,75000,75000,0,Paid,2026-02-05,Mobile Banking,No Risk
P001408,STU0239,S08,45000,0,45000,Unpaid,,Cash,High Risk
P001409,STU0239,S09,75000,0,75000,Unpaid,,Card,High Risk
P001410,STU0239,S11,60000,0,60000,Unpaid,,Bank,High Risk
P001411,STU0240,S09,52000,52000,0,Paid,2025-10-02,Bank,No Risk
P001412,STU0240,S10,75000,0,75000,Unpaid,,Mobile Banking,High Risk
P001413,STU0240,S05,52000,52000,0,Paid,2024-06-23,Bank,No Risk
P001414,STU0240,S03,60000,60000,0,Paid,2023-10-24,Mobile Banking,No Risk
P001415,STU0240,S07,68000,51000,17000,Partial,2025-02-03,Cash,Moderate Risk
P001416,STU0240,S06,75000,37500,37500,Partial,2024-09-30,Bank,High Risk
P001417,STU0241,S06,68000,68000,0,Paid,2024-09-16,Bank,No Risk
P001418,STU0241,S08,52000,39000,13000,Partial,2025-05-11,Cash,Moderate Risk
P001419,STU0241,S03,60000,45000,15000,Partial,2023-10-28,Bank,Moderate Risk
P001420,STU0241,S11,52000,26000,26000,Partial,2026-05-26,Bank,High Risk
P001421,STU0241,S09,60000,0,60000,Unpaid,,Card,High Risk
P001422,STU0241,S02,45000,0,45000,Unpaid,,Mobile Banking,High Risk
P001423,STU0241,S01,60000,60000,0,Paid,2023-01-16,Card,No Risk
P001424,STU0242,S06,75000,56250,18750,Partial,2024-09-28,Cash,Moderate Risk
P001425,STU0242,S08,60000,30000,30000,Partial,2025-05-07,Bank,High Risk
P001426,STU0242,S02,60000,30000,30000,Partial,2023-05-18,Card,High Risk
P001427,STU0242,S09,52000,52000,0,Paid,2025-10-12,Cash,No Risk
P001428,STU0242,S03,68000,51000,17000,Partial,2023-09-06,Bank,Moderate Risk
P001429,STU0243,S03,52000,52000,0,Paid,2023-09-12,Bank,No Risk
P001430,STU0243,S05,60000,30000,30000,Partial,2024-06-21,Bank,High Risk
P001431,STU0243,S11,52000,39000,13000,Partial,2026-05-26,Mobile Banking,Moderate Risk
P001432,STU0243,S02,68000,68000,0,Paid,2023-06-26,Card,No Risk
P001433,STU0243,S04,68000,68000,0,Paid,2024-01-02,Cash,No Risk
P001434,STU0243,S10,60000,60000,0,Paid,2026-02-06,Mobile Banking,No Risk
P001435,STU0243,S07,52000,26000,26000,Partial,2025-02-08,Card,High Risk
P001436,STU0244,S04,68000,34000,34000,Partial,2024-01-26,Mobile Banking,High Risk
P001437,STU0244,S09,45000,0,45000,Unpaid,,Bank,High Risk
P001438,STU0244,S06,75000,56250,18750,Partial,2024-09-10,Card,Moderate Risk
P001439,STU0244,S10,60000,45000,15000,Partial,2026-03-01,Bank,Moderate Risk
P001440,STU0244,S03,68000,68000,0,Paid,2023-09-07,Bank,No Risk
P001441,STU0244,S01,45000,33750,11250,Partial,2023-02-13,Card,Moderate Risk
P001442,STU0244,S08,68000,51000,17000,Partial,2025-06-21,Cash,Moderate Risk
P001443,STU0245,S06,45000,33750,11250,Partial,2024-10-31,Bank,Moderate Risk
P001444,STU0245,S05,68000,51000,17000,Partial,2024-06-27,Card,Moderate Risk
P001445,STU0245,S09,45000,45000,0,Paid,2025-10-17,Mobile Banking,No Risk
P001446,STU0245,S03,68000,68000,0,Paid,2023-10-22,Bank,No Risk
P001447,STU0246,S07,60000,0,60000,Unpaid,,Card,High Risk
P001448,STU0246,S02,68000,51000,17000,Partial,2023-05-01,Cash,Moderate Risk
P001449,STU0246,S04,68000,51000,17000,Partial,2024-01-08,Mobile Banking,Moderate Risk
