AttendanceID,EnrollmentID,AttendanceDate,AttendanceStatus,ClassType,ClassDuration
A0003633,E008452,2023-06-21,Late,Tutorial,1.0
A0003634,E011607,2025-01-07,Present,Lab,2.0
A0003635,E011607,2025-03-24,Present,Tutorial,1.5
A0003636,E011607,2025-04-09,Late,Tutorial,3.0
A0003637,E011607,2025-01-28,Present,Lab,1.0
A0003638,E011607,2025-02-06,Present,Lecture,3.0
A0003639,E003735,2026-03-15,Present,Tutorial,3.0
A0003640,E003735,2026-04-05,Present,Tutorial,2.0
A0003641,E003735,2026-03-20,Present,Lab,2.0
A0003642,E003735,2026-03-16,Present,Lecture,2.0
A0003643,E003735,2026-01-11,Present,Lab,1.5
A0003644,E003735,2026-01-03,Absent,Tutorial,1.5
A0003645,E003735,2026-01-12,Absent,Tutorial,3.0
A0003646,E003735,2026-02-23,Present,Lab,1.0
A0003647,E006064,2025-06-12,Present,Lab,2.0
A0003648,E006064,2025-08-07,Present,Lecture,1.0
A0003649,E006064,2025-06-27,Present,Tutorial,3.0
A0003650,E006064,2025-06-05,Present,Lab,2.0
A0003651,E006064,2025-06-24,Absent,Tutorial,2.0
A0003652,E006064,2025-05-29,Present,Tutorial,1.0
A0003653,E006064,2025-06-15,Present,Lecture,2.0
A0003654,E004873,2023-05-09,Present,Lab,3.0
A0003655,E004873,2023-07-20,Present,Lecture,1.5
A0003656,E004873,2023-07-14,Present,Lecture,1.0
A0003657,E004873,2023-05-24,Present,Lecture,3.0
A0003658,E004873,2023-06-21,Present,Lab,3.0
A0003659,E010489,2025-05-15,Present,Lab,2.0
A0003660,E010489,2025-07-25,Present,Lab,1.0
A0003661,E010489,2025-07-18,Present,Lab,1.0
A0003662,E010489,2025-05-12,Present,Lab,1.5
A0003663,E010489,2025-07-06,Present,Lecture,2.0
A0003664,E010489,2025-06-21,Present,Lab,3.0
A0003665,E006005,2024-03-17,Absent,Tutorial,1.5
A0003666,E006005,2024-02-18,Present,Tutorial,3.0
A0003667,E006005,2024-01-01,Present,Tutorial,2.0
A0003668,E006005,2024-01-17,Present,Tutorial,2.0
A0003669,E006005,2024-01-30,Present,Lecture,1.5
A0003670,E009839,2024-09-13,Absent,Lab,2.0
A0003671,E009839,2024-09-21,Present,Lab,2.0
A0003672,E009839,2024-10-29,Absent,Lab,1.5
A0003673,E009839,2024-11-20,Present,Tutorial,2.0
A0003674,E009839,2024-09-11,Absent,Tutorial,3.0
A0003675,E000629,2025-07-11,Present,Lecture,2.0
A0003676,E000629,2025-07-02,Present,Tutorial,3.0
A0003677,E000629,2025-06-18,Present,Lab,3.0
A0003678,E000629,2025-06-03,Present,Lab,1.0
A0003679,E000629,2025-07-20,Present,Lecture,1.5
A0003680,E012041,2024-04-02,Absent,Lecture,3.0
A0003681,E012041,2024-04-02,Absent,Tutorial,3.0
A0003682,E012041,2024-03-14,Present,Lecture,3.0
A0003683,E012041,2024-01-10,Absent,Tutorial,3.0
A0003684,E012041,2024-02-02,Present,Lab,1.0
A0003685,E012041,2024-03-14,Present,Lab,2.0
A0003686,E000778,2023-06-14,Present,Lecture,2.0
A0003687,E000778,2023-07-07,Present,Tutorial,2.0
A0003688,E000778,2023-06-15,Present,Tutorial,1.5
A0003689,E000778,2023-07-04,Present,Tutorial,1.5
A0003690,E000778,2023-08-08,Present,Lab,1.5
A0003691,E000778,2023-06-18,Present,Tutorial,1.0
A0003692,E012361,2024-11-28,Absent,Lab,1.5
A0003693,E012361,2024-10-19,Present,Lab,1.0
A0003694,E012361,2024-10-14,Present,Lecture,3.0
A0003695,E012361,2024-10-30,Present,Lab,3.0
A0003696,E012361,2024-11-16,Present,Tutorial,1.5
A0003697,E012361,2024-10-04,Present,Lab,2.0
A0003698,E012361,2024-09-09,Present,Lecture,2.0
A0003699,E004762,2024-05-08,Present,Lab,2.0
A0003700,E004762,2024-06-17,Present,Lecture,3.0
A0003701,E004762,2024-06-23,Absent,Lecture,1.0
A0003702,E004762,2024-06-29,Present,Lab,1.5
A0003703,E004762,2024-05-12,Present,Tutorial,1.0
A0003704,E004762,2024-07-23,Present,Lab,2.0
A0003705,E006200,2023-10-16,Absent,Tutorial,1.5
A0003706,E006200,2023-10-23,Present,Lab,1.5
A0003707,E006200,2023-11-28,Present,Lab,2.0
A0003708,E006200,2023-11-22,Present,Lab,3.0
A0003709,E006200,2023-10-19,Present,Lecture,3.0
A0003710,E006200,2023-10-26,Late,Lecture,3.0
A0003711,E009730,2023-10-24,Present,Tutorial,2.0
A0003712,E009730,2023-11-22,Present,Lab,2.0
A0003713,E009730,2023-09-28,Excused,Lecture,3.0
A0003714,E009730,2023-09-11,Present,Lecture,1.5
A0003715,E009730,2023-10-16,Present,Lecture,3.0
A0003716,E009730,2023-10-18,Absent,Lab,1.5
A0003717,E009730,2023-11-23,Present,Tutorial,1.0
A0003718,E004778,2024-08-06,Absent,Tutorial,2.0
A0003719,E004778,2024-05-11,Present,Tutorial,1.5
A0003720,E004778,2024-05-11,Present,Lecture,1.5
A0003721,E004778,2024-07-16,Present,Tutorial,2.0
A0003722,E004778,2024-08-01,Present,Lecture,1.0
A0003723,E004778,2024-06-16,Present,Lecture,2.0
A0003724,E012051,2025-12-03,Present,Tutorial,2.0
A0003725,E012051,2025-10-14,Present,Tutorial,1.0
A0003726,E012051,2025-09-16,Late,Tutorial,1.0
A0003727,E012051,2025-11-11,Present,Tutorial,3.0
A0003728,E012051,2025-09-07,Present,Tutorial,1.5
A0003729,E012051,2025-11-17,Present,Lecture,3.0
A0003730,E012051,2025-11-16,Present,Lecture,1.0
A0003731,E012051,2025-10-29,Present,Lab,1.0
A0003732,E006052,2024-12-06,Present,Tutorial,3.0
A0003733,E006052,2024-11-20,Present,Tutorial,1.5
A0003734,E006052,2024-12-08,Present,Lecture,1.5
A0003735,E006052,2024-10-14,Absent,Lecture,1.0
A0003736,E006052,2024-11-02,Present,Lab,1.5
A0003737,E006052,2024-11-15,Present,Tutorial,1.5
A0003738,E006052,2024-11-16,Present,Tutorial,3.0
A0003739,E008139,2026-03-25,Present,Lab,2.0
A0003740,E008139,2026-01-17,Present,Lab,3.0
A0003741,E008139,2026-01-24,Present,Lab,3.0
A0003742,E008139,2026-01-18,Present,Tutorial,1.5
A0003743,E008139,2026-02-02,Absent,Tutorial,1.5
A0003744,E008139,2026-03-11,Present,Tutorial,1.0
A0003745,E007676,2025-10-01,Present,Lab,1.0
A0003746,E007676,2025-09-23,Present,Lab,1.0
A0003747,E007676,2025-11-16,Present,Tutorial,3.0
A0003748,E007676,2025-09-20,Present,Lecture,2.0
A0003749,E007676,2025-11-28,Excused,Lecture,2.0
A0003750,E007676,2025-11-11,Excused,Tutorial,2.0
A0003751,E007676,2025-10-17,Present,Lab,1.0
A0003752,E007676,2025-11-08,Present,Tutorial,1.5
A0003753,E008238,2025-01-18,Present,Tutorial,1.0
A0003754,E008238,2025-02-07,Present,Lecture,2.0
A0003755,E008238,2025-01-22,Present,Lab,1.5
A0003756,E008238,2025-03-29,Present,Tutorial,1.0
A0003757,E008238,2025-03-26,Present,Lecture,1.0
A0003758,E008238,2025-02-15,Present,Tutorial,1.0
A0003759,E004154,2024-11-09,Present,Lecture,2.0
A0003760,E004154,2024-09-06,Present,Lecture,1.0
A0003761,E004154,2024-09-05,Present,Lecture,1.0
A0003762,E004154,2024-10-19,Present,Lab,1.5
A0003763,E004154,2024-09-04,Present,Tutorial,2.0
A0003764,E004154,2024-11-13,Present,Tutorial,3.0
A0003765,E001583,2026-01-09,Present,Lecture,1.0
A0003766,E001583,2026-01-12,Present,Tutorial,1.0
A0003767,E001583,2026-01-01,Present,Tutorial,1.0
A0003768,E001583,2026-02-04,Present,Lab,1.0
A0003769,E001583,2026-03-19,Present,Tutorial,2.0
A0003770,E001583,2026-02-22,Present,Lecture,1.0
A0003771,E000852,2024-03-06,Present,Lab,1.0
A0003772,E000852,2024-03-28,Present,Lab,3.0
A0003773,E000852,2024-01-27,Present,Lab,3.0
A0003774,E000852,2024-01-21,Excused,Lab,3.0
A0003775,E000852,2024-02-29,Present,Lecture,1.0
A0003776,E000852,2024-01-17,Present,Lecture,2.0
A0003777,E000852,2024-01-19,Present,Tutorial,1.5
A0003778,E000852,2024-01-06,Absent,Tutorial,3.0
A0003779,E001792,2023-01-30,Present,Lab,2.0
A0003780,E001792,2023-01-21,Present,Tutorial,3.0
A0003781,E001792,2023-02-06,Present,Lecture,1.0
A0003782,E001792,2023-01-20,Present,Lecture,2.0
A0003783,E001792,2023-03-23,Present,Lecture,3.0
A0003784,E001792,2023-02-27,Absent,Lecture,3.0
A0003785,E006385,2025-09-18,Present,Tutorial,1.0
A0003786,E006385,2025-10-16,Present,Lecture,3.0
A0003787,E006385,2025-11-03,Present,Tutorial,3.0
A0003788,E006385,2025-10-01,Present,Lab,3.0
A0003789,E006385,2025-09-30,Present,Tutorial,3.0
A0003790,E006385,2025-10-13,Present,Lab,1.5
A0003791,E006385,2025-11-09,Present,Lab,2.0
A0003792,E006799,2026-05-23,Present,Lab,1.0
A0003793,E006799,2026-07-29,Present,Tutorial,2.0
A0003794,E006799,2026-07-22,Present,Lecture,2.0
A0003795,E006799,2026-06-02,Present,Lab,2.0
A0003796,E006799,2026-05-25,Present,Tutorial,1.5
A0003797,E007504,2023-10-07,Present,Lecture,1.0
A0003798,E007504,2023-11-03,Present,Lecture,1.5
A0003799,E007504,2023-09-27,Present,Tutorial,2.0
A0003800,E007504,2023-11-23,Present,Lecture,1.0
A0003801,E007504,2023-10-19,Present,Lecture,3.0
A0003802,E007504,2023-10-09,Present,Tutorial,2.0
A0003803,E003318,2024-10-01,Present,Lecture,1.0
A0003804,E003318,2024-10-09,Present,Lab,1.5
A0003805,E003318,2024-10-15,Present,Lecture,2.0
A0003806,E003318,2024-10-06,Late,Lecture,1.5
A0003807,E003318,2024-11-16,Present,Lab,2.0
A0003808,E003318,2024-10-21,Present,Tutorial,1.0
A0003809,E003318,2024-09-22,Present,Lab,3.0
A0003810,E011675,2026-08-06,Excused,Lab,3.0
A0003811,E011675,2026-07-22,Absent,Tutorial,1.0
A0003812,E011675,2026-05-26,Present,Lecture,3.0
A0003813,E011675,2026-05-14,Absent,Tutorial,1.0
A0003814,E011675,2026-05-09,Present,Lecture,3.0
A0003815,E011675,2026-06-06,Present,Lab,1.5
A0003816,E011675,2026-06-05,Present,Lecture,3.0
A0003817,E004445,2025-09-25,Present,Lecture,1.5
A0003818,E004445,2025-09-26,Present,Tutorial,1.0
A0003819,E004445,2025-09-13,Excused,Lab,2.0
A0003820,E004445,2025-09-17,Absent,Lecture,1.5
A0003821,E004445,2025-09-26,Absent,Lab,1.0
A0003822,E004445,2025-10-17,Present,Lab,3.0
A0003823,E002571,2024-06-22,Absent,Lecture,2.0
A0003824,E002571,2024-06-24,Present,Lecture,3.0
A0003825,E002571,2024-07-15,Present,Tutorial,3.0
A0003826,E002571,2024-08-03,Present,Lecture,2.0
A0003827,E002571,2024-06-15,Present,Lab,1.0
A0003828,E003119,2025-12-08,Present,Lecture,1.0
A0003829,E003119,2025-09-12,Absent,Lab,2.0
A0003830,E003119,2025-11-04,Present,Lab,2.0
A0003831,E003119,2025-12-03,Absent,Lab,1.5
A0003832,E003119,2025-10-18,Excused,Tutorial,3.0
A0003833,E003119,2025-10-14,Present,Tutorial,2.0
A0003834,E003119,2025-11-17,Absent,Tutorial,3.0
A0003835,E000039,2024-03-26,Present,Tutorial,1.0
A0003836,E000039,2024-03-29,Present,Lab,1.5
A0003837,E000039,2024-01-07,Present,Tutorial,3.0
A0003838,E000039,2024-02-17,Present,Tutorial,3.0
A0003839,E000039,2024-01-24,Present,Lab,1.0
A0003840,E010029,2026-07-30,Present,Lecture,1.0
A0003841,E010029,2026-06-17,Present,Tutorial,2.0
A0003842,E010029,2026-07-04,Present,Tutorial,2.0
A0003843,E010029,2026-06-24,Present,Tutorial,1.0
A0003844,E010029,2026-08-03,Absent,Tutorial,1.0
A0003845,E010029,2026-08-01,Late,Lab,2.0
A0003846,E005747,2024-10-25,Present,Tutorial,3.0
A0003847,E005747,2024-09-11,Present,Lecture,2.0
A0003848,E005747,2024-10-22,Excused,Lab,3.0
A0003849,E005747,2024-10-15,Present,Lecture,3.0
A0003850,E005747,2024-11-10,Present,Lecture,2.0
A0003851,E005747,2024-10-01,Excused,Lecture,1.0
A0003852,E005747,2024-09-26,Present,Lab,3.0
A0003853,E005747,2024-11-01,Present,Lecture,1.0
A0003854,E007620,2024-03-06,Present,Lecture,1.5
A0003855,E007620,2024-03-31,Present,Lecture,3.0
A0003856,E007620,2024-04-03,Present,Lab,3.0
A0003857,E007620,2024-02-07,Present,Lab,1.5
A0003858,E007620,2024-03-27,Present,Lecture,1.5
A0003859,E010695,2023-11-22,Present,Tutorial,1.0
A0003860,E010695,2023-10-29,Present,Tutorial,1.0
A0003861,E010695,2023-10-27,Present,Lab,1.5
A0003862,E010695,2023-10-27,Present,Lab,1.0
A0003863,E010695,2023-10-10,Present,Lab,3.0
A0003864,E010695,2023-11-23,Present,Lecture,1.0
A0003865,E010695,2023-10-10,Absent,Lab,3.0
A0003866,E010695,2023-10-08,Present,Lab,2.0
A0003867,E006622,2026-07-13,Absent,Lecture,1.0
A0003868,E006622,2026-07-24,Present,Tutorial,1.5
A0003869,E006622,2026-05-22,Present,Lab,3.0
A0003870,E006622,2026-07-21,Present,Lecture,1.5
A0003871,E006622,2026-05-03,Present,Lecture,2.0
A0003872,E009479,2026-03-06,Present,Lab,2.0
A0003873,E009479,2026-04-02,Present,Tutorial,1.5
A0003874,E009479,2026-03-01,Present,Lab,2.0
A0003875,E009479,2026-04-06,Excused,Lecture,3.0
A0003876,E009479,2026-02-22,Present,Tutorial,3.0
A0003877,E009479,2026-03-26,Late,Lab,3.0
A0003878,E009479,2026-03-10,Absent,Tutorial,3.0
A0003879,E011925,2025-01-04,Present,Tutorial,1.0
A0003880,E011925,2025-02-16,Present,Tutorial,2.0
A0003881,E011925,2025-03-17,Present,Lecture,2.0
A0003882,E011925,2025-01-25,Present,Lab,2.0
A0003883,E011925,2025-03-11,Absent,Lecture,3.0
A0003884,E012142,2023-09-27,Present,Lecture,3.0
A0003885,E012142,2023-09-24,Present,Tutorial,1.5
A0003886,E012142,2023-10-28,Present,Tutorial,3.0
A0003887,E012142,2023-09-30,Absent,Tutorial,2.0
A0003888,E012142,2023-12-02,Present,Lecture,3.0
A0003889,E002639,2025-07-14,Present,Lecture,3.0
A0003890,E002639,2025-06-30,Present,Lab,1.5
A0003891,E002639,2025-08-09,Present,Tutorial,3.0
A0003892,E002639,2025-06-12,Present,Lab,3.0
A0003893,E002639,2025-08-06,Present,Lecture,1.5
A0003894,E002639,2025-05-04,Absent,Lecture,1.5
A0003895,E010454,2023-07-08,Present,Lab,1.0
A0003896,E010454,2023-05-14,Late,Lab,1.5
A0003897,E010454,2023-05-14,Present,Lab,3.0
A0003898,E010454,2023-07-05,Present,Lecture,3.0
A0003899,E010454,2023-05-01,Present,Lecture,2.0
A0003900,E010454,2023-06-06,Present,Lab,2.0
A0003901,E010454,2023-06-06,Present,Tutorial,2.0
A0003902,E008227,2024-01-22,Present,Lecture,1.5
A0003903,E008227,2024-01-07,Present,Lab,2.0
A0003904,E008227,2024-03-12,Absent,Tutorial,2.0
A0003905,E008227,2024-02-04,Present,Lab,3.0
A0003906,E008227,2024-03-01,Present,Lab,1.5
A0003907,E008227,2024-02-18,Present,Tutorial,2.0
A0003908,E006167,2025-01-10,Present,Lecture,1.5
A0003909,E006167,2025-03-25,Present,Lecture,3.0
A0003910,E006167,2025-02-08,Absent,Lecture,3.0
A0003911,E006167,2025-02-25,Present,Tutorial,1.5
A0003912,E006167,2025-04-03,Present,Tutorial,2.0
A0003913,E006167,2025-04-05,Present,Tutorial,1.0
A0003914,E006167,2025-02-13,Present,Lab,3.0
A0003915,E007213,2026-01-09,Present,Lecture,1.0
A0003916,E007213,2026-01-24,Present,Lab,2.0
A0003917,E007213,2026-03-12,Present,Tutorial,1.5
A0003918,E007213,2026-03-12,Present,Lab,2.0
A0003919,E007213,2026-03-25,Present,Tutorial,1.0
A0003920,E011281,2024-07-01,Present,Lecture,1.5
A0003921,E011281,2024-08-03,Present,Lab,3.0
A0003922,E011281,2024-07-20,Present,Lab,3.0
A0003923,E011281,2024-06-28,Present,Tutorial,2.0
A0003924,E011281,2024-07-28,Present,Lab,2.0
A0003925,E011281,2024-07-08,Present,Lab,2.0
A0003926,E011957,2024-08-07,Present,Tutorial,3.0
A0003927,E011957,2024-05-18,Present,Tutorial,1.5
A0003928,E011957,2024-06-02,Present,Tutorial,3.0
A0003929,E011957,2024-06-08,Absent,Lab,2.0
A0003930,E011957,2024-05-07,Present,Lab,2.0
A0003931,E002647,2025-06-08,Present,Tutorial,3.0
A0003932,E002647,2025-07-26,Present,Lecture,1.0
A0003933,E002647,2025-07-01,Present,Lecture,2.0
A0003934,E002647,2025-06-20,Present,Lab,1.0
A0003935,E002647,2025-05-30,Present,Tutorial,1.5
A0003936,E002647,2025-07-24,Present,Lab,3.0
A0003937,E002647,2025-06-27,Present,Tutorial,2.0
A0003938,E010193,2023-04-01,Present,Lab,3.0
A0003939,E010193,2023-02-05,Present,Tutorial,2.0
A0003940,E010193,2023-03-15,Present,Lecture,1.5
A0003941,E010193,2023-02-12,Present,Lab,2.0
A0003942,E010193,2023-04-09,Present,Lecture,1.5
A0003943,E005286,2023-09-16,Present,Tutorial,3.0
A0003944,E005286,2023-09-06,Late,Lecture,1.5
A0003945,E005286,2023-10-15,Present,Lecture,1.5
A0003946,E005286,2023-11-01,Present,Tutorial,3.0
A0003947,E005286,2023-10-12,Present,Tutorial,1.0
A0003948,E005286,2023-11-04,Present,Lecture,2.0
A0003949,E005286,2023-09-28,Present,Lecture,3.0
A0003950,E004530,2023-02-13,Absent,Lab,1.0
A0003951,E004530,2023-02-26,Present,Tutorial,3.0
A0003952,E004530,2023-02-03,Present,Lab,3.0
A0003953,E004530,2023-02-04,Present,Lab,2.0
A0003954,E004530,2023-01-21,Absent,Tutorial,1.0
A0003955,E004530,2023-01-05,Absent,Lab,3.0
A0003956,E008889,2023-10-23,Present,Lab,3.0
A0003957,E008889,2023-09-03,Present,Tutorial,1.0
A0003958,E008889,2023-12-03,Absent,Tutorial,2.0
A0003959,E008889,2023-09-26,Late,Tutorial,1.0
A0003960,E008889,2023-09-20,Present,Lab,1.5
A0003961,E008889,2023-09-24,Present,Tutorial,3.0
A0003962,E008889,2023-11-21,Present,Lecture,3.0
A0003963,E008889,2023-09-18,Present,Tutorial,3.0
A0003964,E009760,2025-12-06,Present,Lab,1.0
A0003965,E009760,2025-11-21,Present,Tutorial,3.0
A0003966,E009760,2025-09-04,Present,Lecture,2.0
A0003967,E009760,2025-11-18,Present,Lecture,1.0
A0003968,E009760,2025-10-27,Present,Tutorial,1.5
A0003969,E010032,2026-06-10,Present,Tutorial,3.0
A0003970,E010032,2026-06-08,Present,Lab,1.5
A0003971,E010032,2026-07-12,Present,Tutorial,1.0
A0003972,E010032,2026-05-29,Present,Lecture,1.0
A0003973,E010032,2026-06-24,Present,Lecture,3.0
A0003974,E006606,2025-07-21,Present,Tutorial,1.0
A0003975,E006606,2025-07-03,Present,Lab,1.0
A0003976,E006606,2025-06-08,Excused,Tutorial,1.0
A0003977,E006606,2025-06-05,Present,Lecture,1.5
A0003978,E006606,2025-05-09,Present,Tutorial,1.0
A0003979,E006606,2025-06-22,Present,Lab,3.0
A0003980,E001821,2024-01-25,Present,Tutorial,1.5
A0003981,E001821,2024-02-07,Present,Lab,1.5
A0003982,E001821,2024-04-05,Present,Lecture,3.0
A0003983,E001821,2024-01-09,Present,Lab,3.0
A0003984,E001821,2024-02-11,Present,Lab,1.5
A0003985,E001821,2024-02-29,Absent,Lab,1.5
A0003986,E001821,2024-02-15,Present,Lecture,3.0
A0003987,E009015,2023-02-23,Present,Lecture,1.0
A0003988,E009015,2023-02-06,Present,Lecture,2.0
A0003989,E009015,2023-02-22,Present,Lab,1.0
A0003990,E009015,2023-02-05,Present,Tutorial,2.0
A0003991,E009015,2023-03-17,Present,Tutorial,2.0
A0003992,E003700,2023-07-29,Late,Lab,1.5
A0003993,E003700,2023-06-21,Present,Tutorial,1.5
A0003994,E003700,2023-07-25,Present,Lab,1.0
A0003995,E003700,2023-07-01,Present,Tutorial,2.0
A0003996,E003700,2023-05-26,Present,Lab,1.5
A0003997,E003700,2023-07-04,Present,Lecture,2.0
A0003998,E003700,2023-05-27,Late,Tutorial,2.0
A0003999,E005026,2024-11-08,Present,Tutorial,1.0
A0004000,E005026,2024-10-21,Present,Lecture,1.0
A0004001,E005026,2024-09-10,Present,Lab,2.0
A0004002,E005026,2024-11-15,Absent,Lecture,1.5
A0004003,E005026,2024-10-05,Late,Lecture,3.0
A0004004,E005026,2024-11-21,Late,Lab,1.0
A0004005,E005026,2024-10-14,Present,Tutorial,2.0
A0004006,E007485,2024-05-01,Excused,Lab,1.5
A0004007,E007485,2024-07-08,Present,Lecture,2.0
A0004008,E007485,2024-07-23,Present,Tutorial,3.0
A0004009,E007485,2024-07-08,Present,Tutorial,1.5
A0004010,E007485,2024-07-15,Present,Tutorial,3.0
A0004011,E007485,2024-06-07,Present,Lab,1.0
A0004012,E005665,2026-05-26,Present,Tutorial,2.0
A0004013,E005665,2026-07-18,Present,Tutorial,3.0
A0004014,E005665,2026-05-26,Present,Lecture,2.0
A0004015,E005665,2026-07-14,Present,Tutorial,3.0
A0004016,E005665,2026-07-27,Present,Lab,2.0
A0004017,E005665,2026-05-04,Present,Lab,2.0
A0004018,E005665,2026-07-16,Present,Tutorial,3.0
A0004019,E006018,2023-02-13,Present,Tutorial,2.0
A0004020,E006018,2023-03-24,Present,Tutorial,1.0
A0004021,E006018,2023-04-07,Absent,Tutorial,1.5
A0004022,E006018,2023-04-01,Present,Lecture,3.0
A0004023,E006018,2023-02-07,Present,Lecture,2.0
A0004024,E006018,2023-01-07,Present,Lecture,1.5
A0004025,E006018,2023-01-17,Present,Lecture,1.5
A0004026,E006018,2023-03-04,Present,Lecture,1.5
A0004027,E011681,2023-06-19,Present,Lab,2.0
A0004028,E011681,2023-06-01,Present,Tutorial,1.0
A0004029,E011681,2023-06-13,Present,Lecture,1.0
A0004030,E011681,2023-07-01,Absent,Lab,2.0
A0004031,E011681,2023-06-14,Present,Lecture,1.5
A0004032,E011681,2023-07-15,Absent,Lab,2.0
A0004033,E011681,2023-05-12,Absent,Tutorial,1.0
A0004034,E006666,2025-05-02,Present,Lecture,1.0
A0004035,E006666,2025-08-02,Present,Lab,1.0
A0004036,E006666,2025-08-03,Present,Lecture,3.0
A0004037,E006666,2025-07-14,Present,Tutorial,2.0
A0004038,E006666,2025-06-23,Present,Lab,1.5
A0004039,E006666,2025-07-13,Present,Lecture,1.5
A0004040,E006666,2025-07-09,Present,Lecture,1.0
A0004041,E007390,2024-10-19,Present,Tutorial,1.0
A0004042,E007390,2024-09-06,Present,Lab,1.5
A0004043,E007390,2024-09-02,Present,Lab,1.0
A0004044,E007390,2024-11-18,Present,Lecture,1.5
A0004045,E007390,2024-10-04,Excused,Tutorial,1.5
A0004046,E005520,2025-03-22,Present,Lab,1.0
A0004047,E005520,2025-02-05,Present,Lecture,3.0
A0004048,E005520,2025-01-04,Absent,Lecture,1.5
A0004049,E005520,2025-01-16,Present,Lab,3.0
A0004050,E005520,2025-01-19,Present,Tutorial,1.5
A0004051,E005520,2025-03-18,Present,Tutorial,1.0
A0004052,E005520,2025-03-26,Present,Lab,2.0
A0004053,E005520,2025-03-23,Present,Lab,3.0
A0004054,E011282,2024-06-18,Present,Lecture,1.0
A0004055,E011282,2024-07-18,Present,Tutorial,2.0
A0004056,E011282,2024-06-02,Present,Tutorial,3.0
A0004057,E011282,2024-06-04,Present,Lab,1.0
A0004058,E011282,2024-07-03,Present,Lecture,1.0
A0004059,E011282,2024-07-15,Excused,Lab,3.0
A0004060,E011282,2024-06-17,Present,Tutorial,2.0
A0004061,E002823,2025-09-07,Late,Lab,2.0
A0004062,E002823,2025-11-25,Present,Tutorial,2.0
A0004063,E002823,2025-10-12,Present,Lab,1.0
A0004064,E002823,2025-09-28,Present,Lab,1.0
A0004065,E002823,2025-11-06,Late,Tutorial,3.0
A0004066,E002823,2025-10-15,Present,Lecture,1.0
A0004067,E002823,2025-11-11,Present,Tutorial,2.0
A0004068,E002823,2025-10-15,Present,Lecture,1.5
A0004069,E011209,2025-01-03,Absent,Lab,2.0
A0004070,E011209,2025-01-07,Present,Lecture,3.0
A0004071,E011209,2025-02-02,Present,Lab,2.0
A0004072,E011209,2025-03-11,Present,Lab,1.0
A0004073,E011209,2025-03-03,Absent,Lecture,2.0
A0004074,E011209,2025-03-28,Late,Tutorial,3.0
A0004075,E008269,2026-08-03,Present,Lecture,1.0
A0004076,E008269,2026-05-27,Present,Tutorial,3.0
A0004077,E008269,2026-05-10,Present,Lab,2.0
A0004078,E008269,2026-07-16,Present,Lecture,3.0
A0004079,E008269,2026-06-11,Excused,Tutorial,3.0
A0004080,E008269,2026-07-20,Present,Tutorial,2.0
A0004081,E008269,2026-06-26,Present,Lab,1.0
A0004082,E008269,2026-08-05,Present,Tutorial,3.0
A0004083,E011241,2025-12-06,Present,Tutorial,2.0
A0004084,E011241,2025-09-30,Present,Lecture,1.0
A0004085,E011241,2025-11-22,Present,Tutorial,2.0
A0004086,E011241,2025-11-08,Absent,Tutorial,1.5
A0004087,E011241,2025-11-12,Absent,Lab,1.5
A0004088,E011241,2025-11-28,Present,Lab,1.0
A0004089,E011241,2025-09-16,Present,Lecture,2.0
A0004090,E010838,2024-12-02,Present,Tutorial,3.0
A0004091,E010838,2024-11-04,Present,Tutorial,2.0
A0004092,E010838,2024-10-01,Present,Lab,2.0
A0004093,E010838,2024-12-05,Present,Tutorial,1.5
A0004094,E010838,2024-09-28,Present,Tutorial,1.0
A0004095,E010838,2024-09-19,Absent,Lab,2.0
A0004096,E010838,2024-10-02,Present,Lab,3.0
A0004097,E009208,2025-09-26,Present,Lecture,2.0
A0004098,E009208,2025-09-18,Present,Lab,1.0
A0004099,E009208,2025-11-22,Excused,Tutorial,3.0
